personid,age,female,nprior,treatment,npurchase,total
872,44,0,3,30,0,0
873,40,1,0,50,5,293.9056015
874,30,1,3,50,2,137.4417114
875,36,0,1,0,0,0
876,36,1,1,15,2,108.2559357
877,36,0,0,15,0,0
878,34,0,2,0,1,55.75043106
879,29,1,4,50,3,180.9073524
880,33,0,1,50,4,222.2110405
881,26,0,2,0,3,210.0079651
882,29,0,1,0,3,179.6279831
883,29,1,7,30,1,61.34805298
884,29,1,2,50,0,0
885,34,0,1,15,0,0
886,23,1,2,15,0,0
887,28,1,1,50,0,0
888,31,0,0,15,0,0
889,22,0,1,50,0,0
890,36,0,1,0,0,0
891,29,0,1,30,2,107.1581192
892,32,0,0,30,1,62.93746185
893,40,0,1,30,0,0
894,30,1,0,50,3,177.8525162
895,34,0,1,0,1,64.85484314
896,39,1,2,50,4,209.2506104
897,36,1,0,50,3,154.007885
898,28,1,1,50,0,0
899,41,1,1,0,1,61.54128647
900,33,1,1,50,3,170.1990242
901,34,0,2,50,1,64.51261139
902,33,0,1,15,0,0
903,38,1,2,30,3,205.579895
904,35,1,1,15,0,0
905,24,1,3,0,0,0
906,30,1,0,30,0,0
907,42,1,1,50,1,55.49602509
908,27,0,4,30,0,0
909,37,0,0,30,1,63.88101196
910,33,1,3,0,0,0
911,29,1,3,30,0,0
912,39,0,2,15,0,0
913,28,1,0,50,1,68.72085571
914,28,1,2,30,1,62.31410599
915,34,1,1,0,1,55.96700287
916,32,0,0,0,0,0
917,31,0,0,50,1,57.85914993
918,36,1,2,0,0,0
919,25,1,0,15,0,0
920,33,0,1,30,0,0
921,36,1,0,0,1,64.49337006
922,42,0,2,30,1,60.39693451
923,41,0,2,0,0,0
924,31,0,0,30,1,57.75683212
925,37,0,1,30,0,0
926,28,1,0,0,0,0
927,38,0,1,30,8,480.4905663
928,28,1,1,50,4,239.539444
929,24,1,0,0,2,122.1716766
930,31,1,0,50,3,161.9341316
931,30,0,0,50,0,0
932,34,1,2,30,0,0
933,35,1,2,15,2,120.5823593
934,32,0,4,0,6,383.6418762
935,29,1,1,15,0,0
936,32,0,1,15,0,0
937,41,1,0,50,1,51.02873993
938,40,0,2,0,0,0
939,39,1,1,0,1,65.18778992
940,32,0,0,50,0,0
941,38,0,2,50,3,161.0412292
942,30,0,1,0,2,126.3780975
943,41,0,0,50,3,193.2307739
944,32,0,3,0,1,52.08516312
945,31,0,0,0,0,0
946,23,1,0,0,0,0
947,27,1,1,0,0,0
948,37,0,1,50,2,128.0441589
949,38,1,0,50,0,0
950,26,1,5,15,1,53.68041229
951,31,1,0,0,0,0
952,36,1,0,0,0,0
953,31,1,0,0,0,0
954,27,0,0,50,3,159.1077919
955,38,0,0,30,0,0
956,40,1,2,0,3,200.8542938
957,34,1,1,50,1,61.91902924
958,32,1,0,50,1,59.14937973
959,32,0,1,50,0,0
960,30,0,2,15,0,0
961,30,0,2,30,4,242.6231079
962,37,1,1,15,1,57.46400833
963,29,1,3,50,2,118.4447937
964,37,0,1,15,1,62.11251068
965,32,0,1,15,0,0
966,35,1,1,0,0,0
967,34,0,4,0,0,0
968,33,1,2,50,2,124.3361473
969,27,1,2,0,0,0
970,33,1,1,15,0,0
971,35,1,3,30,0,0
972,37,1,0,15,0,0
973,44,1,0,0,1,61.57741165
974,36,1,0,50,6,369.1427765
975,43,1,2,30,0,0
976,32,0,0,30,2,119.3085785
977,40,0,1,0,0,0
978,27,0,2,15,0,0
979,24,1,1,30,1,54.03371429
980,31,0,0,30,3,187.3194695
981,39,1,4,50,2,122.6708794
982,26,0,0,30,3,168.6519012
983,39,0,1,30,0,0
984,34,1,2,50,2,107.3608246
985,34,1,1,30,0,0
986,36,0,1,15,0,0
987,30,0,2,50,2,122.9254646
988,31,1,1,15,0,0
989,29,1,3,15,5,298.4805374
990,26,1,1,30,0,0
991,31,0,2,30,3,166.4390259
992,32,1,2,50,0,0
993,28,1,0,15,2,128.6705475
994,35,0,2,50,2,120.5823593
995,36,0,0,50,1,55.96700287
996,27,0,1,15,0,0
997,31,1,1,0,0,0
998,25,1,0,15,2,119.3897934
999,26,1,2,15,3,191.6549454
1000,27,0,3,30,2,120.793869
1001,26,1,0,30,0,0
1002,33,1,0,30,0,0
1003,25,0,2,50,0,0
1004,26,1,0,15,2,119.3897934
1005,34,0,3,15,2,115.7182999
1006,34,0,0,15,0,0
1007,33,0,2,15,2,131.576828
1008,38,1,1,0,0,0
1009,33,1,1,30,1,63.60424423
1010,36,1,1,15,2,103.5501328
1011,40,1,0,15,0,0
1012,22,0,0,0,0,0
1013,27,1,1,50,1,57.27015686
1014,18,1,1,50,2,109.9081345
1015,38,1,0,30,3,195.014183
1016,34,1,2,30,0,0
1017,29,0,1,0,1,70.00265503
1018,41,0,3,0,0,0
1019,29,0,1,50,3,182.2740173
1020,37,0,0,50,3,161.4021835
1021,36,1,1,30,1,56.21730042
1022,24,1,0,50,0,0
1023,28,0,0,15,0,0
1024,36,0,1,0,0,0
1025,35,1,1,30,1,60.39693451
1026,27,0,0,50,0,0
1027,32,1,4,15,1,69.06432343
1028,25,1,0,50,1,64.41025543
1029,39,1,1,50,5,300.7773743
1030,30,1,1,0,2,139.4846954
1031,33,1,2,30,0,0
1032,26,0,0,0,0,0
1033,27,0,2,0,0,0
1034,38,0,3,15,1,58.52392578
1035,35,1,1,50,2,134.2234497
1036,35,1,1,50,1,50.09355545
1037,25,1,2,30,1,51.82559586
1038,46,1,1,15,0,0
1039,32,1,0,50,0,0
1040,28,1,0,30,0,0
1041,39,1,1,30,3,182.4422188
1042,30,1,1,0,0,0
1043,40,0,3,30,0,0
1044,46,1,1,15,1,57.93914032
1045,38,1,0,15,0,0
1046,25,1,1,30,1,57.75683212
1047,36,1,3,15,2,135.0228729
1048,27,1,2,50,0,0
1049,33,1,2,0,0,0
1050,36,1,2,0,1,65.47119904
1051,31,1,1,30,0,0
1052,33,0,0,50,1,65.01851654
1053,36,1,0,15,1,52.31265259
1054,34,1,2,15,1,61.07551956
1055,35,1,4,30,0,0
1056,37,0,0,15,0,0
1057,35,1,2,0,0,0
1058,34,0,0,0,0,0
1059,38,0,0,0,2,134.2234497
1060,30,0,2,50,6,382.3102531
1061,34,0,2,50,6,353.0940666
1062,35,1,0,0,2,132.316761
1063,31,1,0,30,3,153.8415985
1064,30,0,2,15,0,0
1065,32,0,1,15,3,176.0465088
1066,30,0,0,50,0,0
1067,36,1,1,30,3,199.9764519
1068,29,0,1,15,2,111.9558105
1069,34,1,1,15,2,109.218277
1070,35,1,1,50,0,0
1071,38,0,2,0,0,0
1072,42,0,1,0,0,0
1073,31,1,3,0,0,0
1074,30,0,1,50,5,314.7602959
1075,42,1,1,30,0,0
1076,38,0,2,50,2,117.1906204
1077,40,1,0,0,1,67.34227753
1078,34,1,2,30,0,0
1079,28,0,0,15,0,0
1080,33,0,2,0,1,59.32311249
1081,34,0,1,15,0,0
1082,36,1,1,0,1,54.74547195
1083,45,1,0,0,0,0
1084,21,1,0,0,2,116.8080063
1085,34,1,3,30,1,52.82372284
1086,41,1,1,30,0,0
1087,30,1,0,0,2,139.9619904
1088,34,0,1,15,2,137.3733368
1089,42,1,0,0,2,132.357193
1090,33,1,1,15,0,0
1091,35,1,2,0,0,0
1092,35,1,2,0,0,0
1093,33,0,0,15,1,63.61156082
1094,27,0,0,30,0,0
1095,34,1,1,15,0,0
1096,35,0,0,0,1,65.02071381
1097,28,1,1,0,0,0
1098,37,1,0,50,1,54.19773865
1099,29,0,3,15,0,0
1100,37,0,2,15,0,0
1101,25,0,2,30,0,0
1102,37,0,0,50,0,0
1103,38,0,1,0,0,0
1104,30,1,2,50,0,0
1105,28,1,1,50,4,260.1108856
1106,28,1,0,50,6,351.4466782
1107,29,1,3,15,0,0
1108,30,1,0,15,0,0
1109,30,1,1,15,4,230.1910553
1110,36,0,0,30,0,0
1111,23,0,1,50,2,125.5236473
1112,31,1,0,50,1,63.88101196
1113,44,1,1,0,3,178.966465
1114,27,0,0,50,1,59.79504776
1115,30,0,2,30,0,0
1116,31,0,2,15,1,52.65883255
1117,25,1,2,50,4,218.1930885
1118,30,0,0,0,1,64.85484314
1119,30,1,3,0,1,61.57741165
1120,30,1,1,0,1,51.37282944
1121,29,0,2,15,0,0
1122,33,1,1,15,0,0
1123,32,1,2,15,1,66.90257263
1124,34,0,2,30,2,119.5900955
1125,32,1,1,15,0,0
1126,34,1,1,30,2,113.1147118
1127,37,1,3,0,5,334.0443344
1128,36,0,6,0,0,0
1129,31,0,1,0,0,0
1130,40,1,1,50,0,0
1131,38,0,2,15,0,0
1132,39,1,3,30,0,0
1133,36,0,0,30,4,236.7357101
1134,39,0,3,30,1,67.11172485
1135,32,0,1,0,1,53.5790596
1136,33,0,0,0,0,0
1137,34,1,0,50,0,0
1138,28,1,0,30,0,0
1139,33,1,1,15,0,0
1140,30,0,5,15,0,0
1141,31,1,0,50,5,312.1010361
1142,29,1,2,50,0,0
1143,32,0,0,30,6,399.2881889
1144,39,0,0,15,1,67.36161041
1145,30,1,2,30,1,51.35285568
1146,26,0,2,0,0,0
1147,30,0,4,15,1,58.80631638
1148,33,1,1,50,0,0
1149,29,1,4,0,0,0
1150,33,1,2,0,0,0
1151,29,1,1,30,0,0
1152,28,0,1,0,0,0
1153,30,0,3,30,2,113.8844261
1154,26,0,1,50,1,62.99977875
1155,26,1,1,0,0,0
1156,40,1,1,50,0,0
1157,34,0,1,50,1,56.51965714
1158,26,1,1,0,1,57.85914993
1159,33,1,1,0,0,0
1160,29,0,0,15,0,0
1161,32,0,2,30,0,0
1162,28,0,0,0,1,51.35285568
1163,32,0,1,15,5,303.330822
1164,33,0,2,30,1,65.47119904
1165,37,1,2,50,1,63.82751465
1166,36,1,2,15,0,0
1167,30,0,1,0,1,58.68217087
1168,22,0,2,15,1,64.41025543
1169,33,0,2,15,0,0
1170,31,0,1,50,3,151.3707733
1171,31,0,2,15,0,0
1172,32,0,0,15,1,63.62220383
1173,41,0,3,15,0,0
1174,45,0,2,30,1,59.65428925
1175,27,0,1,0,0,0
1176,25,1,3,50,1,61.34805298
1177,36,1,2,30,0,0
1178,44,1,0,15,1,68.19734955
1179,33,0,0,50,0,0
1180,35,1,1,30,3,191.931366
1181,30,1,1,50,0,0
1182,33,1,2,30,0,0
1183,34,0,1,50,1,63.60424423
1184,36,1,2,0,0,0
1185,33,1,4,15,0,0
1186,35,1,1,15,0,0
1187,30,1,2,30,0,0
1188,37,1,2,30,5,323.6188812
1189,39,0,1,30,1,68.48602295
1190,33,0,1,50,3,202.1571198
1191,31,1,5,30,0,0
1192,31,1,0,15,0,0
1193,34,1,2,50,0,0
1194,29,0,2,0,0,0
1195,34,1,1,15,0,0
1196,30,1,0,0,0,0
1197,32,0,1,30,2,121.1126099
1198,44,0,2,15,0,0
1199,35,0,2,15,0,0
1200,40,0,0,0,0,0
1201,34,1,2,50,1,50.60276031
1202,35,1,2,0,0,0
1203,32,0,2,30,3,198.0456238
1204,33,0,1,30,1,53.68041229
1205,37,1,1,15,0,0
1206,29,1,2,50,2,126.2990799
1207,33,0,0,0,1,59.33590698
1208,27,0,0,15,1,66.48483276
1209,32,1,4,30,1,52.12167358
1210,26,1,1,15,0,0
1211,38,0,1,0,2,138.1286469
1212,35,0,1,15,3,177.6689072
1213,29,0,3,15,0,0
1214,38,1,0,0,1,59.6948967
1215,31,1,0,50,1,61.54128647
1216,34,0,0,50,3,167.3663788
1217,27,1,2,30,2,111.0937347
1218,39,1,0,15,0,0
1219,36,1,2,15,0,0
1220,37,1,1,30,2,104.907856
1221,30,0,2,30,0,0
1222,36,0,0,30,1,61.48937607
1223,31,1,1,15,1,63.88101196
1224,30,1,3,50,5,305.1316452
1225,44,0,1,0,1,55.28065109
1226,34,1,1,15,0,0
1227,38,1,3,50,3,154.0585632
1228,31,1,0,15,0,0
1229,38,0,1,50,0,0
1230,32,1,3,50,4,225.8289566
1231,32,1,2,30,0,0
1232,28,0,1,0,0,0
1233,38,1,4,50,3,184.6238556
1234,27,0,0,15,0,0
1235,32,1,1,0,1,62.11251068
1236,25,1,1,0,0,0
1237,31,1,4,0,4,273.2511978
1238,35,1,4,30,0,0
1239,44,1,2,0,0,0
1240,27,0,2,0,1,61.29989624
1241,35,0,2,0,1,65.72859955
1242,36,0,0,50,1,59.22239685
1243,46,0,1,0,0,0
1244,34,0,0,50,2,109.9081345
1245,36,1,5,15,1,56.29034042
1246,38,1,1,30,1,56.17770767
1247,41,1,0,15,2,115.1803703
1248,35,1,2,15,2,132.7666779
1249,31,0,3,15,0,0
1250,30,1,1,15,0,0
1251,32,0,1,0,0,0
1252,28,1,1,0,1,61.90476608
1253,34,1,2,15,2,120.132019
1254,39,1,1,0,2,102.9447975
1255,27,0,0,15,0,0
1256,40,1,1,50,1,61.57741165
1257,38,1,2,50,4,243.383522
1258,37,1,2,15,0,0
1259,31,1,1,0,0,0
1260,26,1,1,30,1,52.70846176
1261,32,1,0,0,0,0
1262,23,1,0,30,0,0
1263,34,1,2,0,0,0
1264,34,0,0,30,2,128.3589554
1265,31,0,0,15,3,167.901001
1266,33,1,0,30,2,133.2118225
1267,40,0,1,30,3,210.0079651
1268,38,0,1,50,0,0
1269,20,0,1,15,0,0
1270,41,0,2,50,0,0
1271,20,1,1,30,0,0
1272,32,0,2,0,1,60.92074585
1273,34,1,0,15,0,0
1274,31,1,2,50,2,116.8958969
1275,26,0,2,30,3,187.1963654
1276,31,0,1,50,0,0
1277,42,0,0,0,1,58.68217087
1278,28,1,2,50,4,220.7807236
1279,40,1,1,50,0,0
1280,22,1,1,30,0,0
1281,28,1,0,0,0,0
1282,36,0,0,0,0,0
1283,38,1,2,30,1,60.29117966
1284,32,1,2,50,2,114.6153336
1285,36,0,3,30,3,205.0351715
1286,26,0,2,50,2,132.2365265
1287,27,0,0,50,4,225.8549919
1288,43,0,1,30,1,63.88101196
1289,47,0,1,30,1,66.15122223
1290,34,1,3,30,0,0
1291,34,1,1,0,0,0
1292,37,1,0,50,2,130.2245636
1293,31,1,1,30,0,0
1294,41,0,1,15,4,217.4960556
1295,31,1,3,30,0,0
1296,30,1,3,30,2,126.3451729
1297,29,1,2,0,0,0
1298,33,1,0,30,0,0
1299,40,1,0,50,1,52.32733154
1300,33,0,1,50,0,0
1301,35,1,2,15,0,0
1302,35,0,3,0,0,0
1303,34,0,0,30,0,0
1304,31,1,1,15,0,0
1305,35,1,1,30,0,0
1306,23,0,1,15,4,266.5110703
1307,29,1,0,50,1,68.52663422
1308,37,0,1,15,0,0
1309,32,1,0,30,3,188.3540535
1310,31,1,1,30,0,0
1311,38,1,1,50,4,246.6768379
1312,34,0,1,50,0,0
1313,31,0,2,30,2,103.8160553
1314,29,0,3,15,0,0
1315,34,0,0,15,0,0
1316,32,0,2,50,0,0
1317,39,0,1,30,2,122.1515503
1318,24,1,2,50,0,0
1319,38,0,1,0,0,0
1320,31,1,3,30,0,0
1321,31,1,3,50,0,0
1322,34,1,2,30,1,54.95406723
1323,21,1,1,15,0,0
1324,29,1,1,50,3,169.1573296
1325,33,1,1,30,0,0
1326,31,1,3,15,0,0
1327,24,0,0,30,1,52.80890656
1328,27,1,2,30,4,269.3691101
1329,30,1,1,50,2,117.6895981
1330,42,0,0,15,0,0
1331,27,0,3,50,0,0
1332,39,0,0,15,3,168.8710175
1333,36,0,2,0,0,0
1334,33,1,1,15,0,0
1335,30,1,0,0,0,0
1336,33,1,2,50,3,183.2575073
1337,35,1,4,15,1,55.28065109
1338,39,0,3,30,1,55.96700287
1339,28,0,2,15,0,0
1340,39,1,1,50,1,56.23439407
1341,26,1,2,0,0,0
1342,35,1,0,30,1,67.66183472
1343,25,1,1,50,3,183.9066162
1344,32,0,2,50,0,0
1345,35,0,1,30,1,63.82751465
1346,27,1,4,50,1,66.80722809
1347,27,1,1,30,0,0
1348,37,1,0,30,0,0
1349,33,0,2,50,0,0
1350,25,1,0,30,0,0
1351,31,1,1,15,1,66.38333893
1352,34,0,1,0,1,59.14937973
1353,30,0,1,15,1,65.18778992
1354,37,0,3,15,1,56.58018875
1355,39,1,2,50,2,105.8692398
1356,28,1,0,0,0,0
1357,34,0,2,0,0,0
1358,37,0,3,50,0,0
1359,30,1,1,0,0,0
1360,26,0,2,15,0,0
1361,29,0,0,15,3,190.087429
1362,34,1,2,0,1,62.88819122
1363,34,1,0,50,0,0
1364,41,0,2,0,0,0
1365,33,0,0,30,0,0
1366,38,1,2,30,2,118.441494
1367,33,1,1,15,0,0
1368,25,1,0,15,2,117.1652298
1369,31,0,2,50,0,0
1370,33,0,0,50,3,165.8109169
1371,36,0,2,15,2,130.0414276
1372,34,0,0,30,0,0
1373,29,0,0,50,0,0
1374,32,1,1,15,0,0
1375,39,0,0,0,0,0
1376,31,1,1,50,7,423.4450798
1377,35,1,4,0,1,56.51965714
1378,25,1,1,0,0,0
1379,24,0,0,15,2,121.8804207
1380,21,0,0,30,0,0
1381,32,1,2,15,1,54.48986435
1382,34,1,1,50,0,0
1383,35,0,2,50,0,0
1384,31,0,1,50,4,251.093483
1385,40,1,1,15,0,0
1386,33,0,2,0,1,61.86861038
1387,34,1,3,0,0,0
1388,29,1,2,30,0,0
1389,39,0,0,30,3,179.4841881
1390,35,1,1,15,0,0
1391,32,1,1,15,0,0
1392,30,0,1,15,0,0
1393,34,1,4,15,0,0
1394,30,1,2,50,0,0
1395,37,1,0,0,0,0
1396,30,1,2,15,2,100.6153946
1397,29,0,1,30,0,0
1398,28,1,0,0,2,105.7653122
1399,34,0,0,30,0,0
1400,30,0,0,30,1,67.88269806
1401,33,1,3,30,0,0
1402,38,1,2,50,6,382.9011612
1403,43,0,0,50,1,50.23633575
1404,38,1,1,30,1,57.27015686
1405,28,1,0,15,0,0
1406,39,0,1,30,1,63.62220383
1407,30,1,1,30,4,225.5786362
1408,37,0,4,50,0,0
1409,34,0,1,30,0,0
1410,29,0,0,50,2,105.3010788
1411,32,0,1,0,1,66.38333893
1412,30,1,0,50,6,349.6435242
1413,33,1,2,30,1,52.82372284
1414,32,1,1,30,2,110.177578
1415,28,0,2,15,0,0
1416,33,0,0,50,0,0
1417,34,1,1,0,0,0
1418,32,1,2,50,2,107.3608246
1419,33,1,1,0,0,0
1420,28,1,2,0,0,0
1421,38,1,2,15,1,60.50235367
1422,34,1,1,0,0,0
1423,27,1,6,15,1,68.6866684
1424,34,0,0,15,2,108.3954773
1425,26,0,0,0,1,54.06032181
1426,26,0,1,15,1,51.09114456
1427,30,1,1,50,2,108.9797287
1428,37,1,0,30,0,0
1429,28,1,3,15,0,0
1430,34,0,1,30,3,166.2218246
1431,39,0,1,30,0,0
1432,35,1,3,50,2,120.5823593
1433,28,1,3,30,1,56.51965714
1434,28,0,1,0,1,58.5826149
1435,30,1,0,15,1,54.74547195
1436,35,0,1,50,0,0
1437,42,0,1,0,1,62.68139648
1438,32,0,1,30,8,491.3289757
1439,37,0,1,0,5,288.5862923
1440,33,0,0,30,0,0
1441,28,0,3,15,0,0
1442,29,0,5,0,0,0
1443,37,0,1,15,0,0
1444,31,1,1,30,1,62.93746185
1445,25,1,0,30,1,57.36653519
1446,36,1,0,30,3,188.5130119
1447,48,0,0,0,0,0
1448,27,0,1,15,0,0
1449,33,1,3,30,1,57.32296371
1450,34,1,0,50,0,0
1451,26,0,1,0,0,0
1452,35,0,3,0,0,0
1453,26,1,2,15,2,123.0825729
1454,39,1,1,15,0,0
1455,32,1,0,50,2,103.8160553
1456,33,1,1,30,2,117.7710609
1457,38,0,2,50,0,0
1458,33,0,1,50,3,202.5343018
1459,35,1,2,15,2,138.0952454
1460,28,1,0,15,0,0
1461,30,1,2,30,1,59.98209763
1462,29,1,1,50,4,253.8489609
1463,26,1,4,50,0,0
1464,32,0,0,50,0,0
1465,34,0,1,50,0,0
1466,26,1,2,0,0,0
1467,36,0,3,15,4,254.4888153
1468,33,0,1,50,1,60.29117966
1469,35,0,3,15,1,52.32733154
1470,31,1,5,30,1,58.89863586
1471,34,0,1,15,0,0
1472,36,1,0,15,0,0
1473,29,1,5,30,0,0
1474,42,0,2,15,3,195.0621338
1475,30,0,2,0,0,0
1476,37,1,1,0,0,0
1477,30,0,0,15,0,0
1478,35,1,0,0,1,55.96700287
1479,26,0,3,30,0,0
1480,28,0,1,50,6,360.5261459
1481,48,1,1,30,1,68.48602295
1482,40,1,1,30,3,172.8950119
1483,32,0,1,0,2,122.2850151
1484,28,0,0,50,3,178.8571281
1485,31,1,1,30,4,248.5558929
1486,29,1,3,30,0,0
1487,37,0,0,30,4,251.1923676
1488,32,0,0,30,2,135.0228729
1489,27,0,4,0,4,250.6322708
1490,33,1,1,50,1,59.79504776
1491,35,1,2,15,0,0
1492,42,1,3,30,0,0
1493,37,1,1,0,0,0
1494,37,0,3,30,0,0
1495,24,1,2,30,0,0
1496,29,1,1,0,1,66.48483276
1497,33,1,2,30,0,0
1498,35,1,1,15,1,61.07551956
1499,32,1,3,30,1,67.36161041
1500,35,1,1,50,2,119.4287643
1501,32,0,0,50,2,116.8958969
1502,39,1,1,15,3,195.2655869
1503,34,1,1,0,2,101.7386703
1504,35,1,0,0,3,194.9177208
1505,30,1,1,0,0,0
1506,27,0,3,30,0,0
1507,31,0,4,0,0,0
1508,35,0,2,50,4,260.7960968
1509,30,0,3,15,0,0
1510,27,0,2,0,0,0
1511,33,1,3,15,2,121.92733
1512,31,0,2,0,1,55.75043106
1513,26,1,0,15,1,51.58404541
1514,32,0,2,15,0,0
1515,32,0,0,30,0,0
1516,28,1,0,50,3,163.8442459
1517,36,1,3,0,0,0
1518,40,1,0,15,0,0
1519,36,1,1,15,0,0
1520,29,1,2,30,1,59.65428925
1521,29,0,1,0,0,0
1522,19,0,0,0,1,55.09954453
1523,31,1,4,0,0,0
1524,38,0,0,50,2,120.793869
1525,22,1,2,15,2,137.3299713
1526,40,1,2,30,0,0
1527,31,0,1,15,1,69.06432343
1528,26,0,3,15,0,0
1529,29,1,1,15,0,0
1530,37,0,2,0,0,0
1531,28,1,0,0,1,67.66183472
1532,22,1,0,0,0,0
1533,31,0,0,0,0,0
1534,27,1,0,30,0,0
1535,35,0,0,15,0,0
1536,32,1,2,50,1,59.6948967
1537,38,1,2,15,0,0
1538,34,0,1,50,4,257.0715942
1539,36,1,0,15,0,0
1540,36,1,2,0,0,0
1541,36,0,0,15,1,56.23439407
1542,35,1,0,50,0,0
1543,35,1,2,30,2,131.8356476
1544,33,1,4,50,0,0
1545,37,1,0,15,0,0
1546,35,1,3,50,0,0
1547,32,1,3,30,0,0
1548,29,1,1,0,7,415.8451767
1549,27,1,2,50,1,62.68139648
1550,36,0,3,0,0,0
1551,31,1,2,0,1,53.60346985
1552,33,1,1,30,5,308.1894608
1553,36,1,1,50,0,0
1554,27,0,1,50,0,0
1555,38,1,0,30,2,102.7057114
1556,27,0,0,30,4,247.9988365
1557,39,0,1,0,0,0
1558,42,0,2,30,0,0
1559,34,0,1,15,0,0
1560,42,1,0,50,2,117.0478516
1561,27,0,4,50,3,198.6632538
1562,44,0,0,15,1,64.402771
1563,40,1,0,15,1,58.80631638
1564,32,0,1,15,2,112.2347221
1565,34,0,2,0,1,52.08516312
1566,38,1,2,15,0,0
1567,32,1,0,30,3,189.9280701
1568,18,0,0,0,2,137.4417114
1569,32,1,1,0,1,54.06032181
1570,32,0,0,0,0,0
1571,31,1,1,30,0,0
1572,36,0,2,30,2,107.1581192
1573,36,0,2,30,0,0
1574,28,0,2,50,0,0
1575,34,0,1,50,7,462.3177299
1576,35,1,1,0,0,0
1577,33,0,2,30,0,0
1578,30,0,1,0,0,0
1579,38,0,1,0,0,0
1580,29,0,0,30,0,0
1581,30,1,1,30,1,62.31410599
1582,34,1,0,0,0,0
1583,35,1,1,15,0,0
1584,31,0,1,15,0,0
1585,36,0,1,0,0,0
1586,32,1,1,0,1,61.57741165
1587,32,0,1,30,0,0
1588,37,0,1,0,0,0
1589,28,0,0,50,3,173.1907043
1590,39,0,3,30,0,0
1591,32,1,1,0,0,0
1592,30,0,1,15,0,0
1593,36,1,0,15,0,0
1594,35,1,2,30,0,0
1595,31,1,2,0,1,60.79280472
1596,28,1,0,50,4,240.9422646
1597,37,1,0,15,1,67.37843323
1598,43,1,1,30,0,0
1599,21,0,1,50,2,126.2249603
1600,32,1,1,30,5,315.9303093
1601,39,1,1,15,0,0
1602,31,0,1,50,1,52.97879791
1603,24,1,2,30,0,0
1604,39,0,1,0,2,137.0532684
1605,36,0,2,15,0,0
1606,33,0,0,0,1,61.07551956
1607,31,0,2,30,0,0
1608,33,1,0,30,0,0
1609,38,0,2,50,4,268.0311775
1610,34,0,1,0,0,0
1611,36,1,0,0,0,0
1612,35,1,1,30,0,0
1613,34,1,2,0,2,138.0952454
1614,26,1,0,15,1,66.15122223
1615,31,0,0,30,0,0
1616,37,0,1,0,0,0
1617,36,0,0,0,0,0
1618,41,1,0,50,5,295.3388481
1619,30,1,0,0,0,0
1620,28,1,0,0,0,0
1621,31,0,3,0,3,177.9137192
1622,34,1,1,30,2,126.8756638
1623,25,1,1,30,1,58.08071136
1624,32,1,0,50,3,155.8393593
1625,28,0,1,30,0,0
1626,25,0,1,30,0,0
1627,41,0,0,0,0,0
1628,28,0,3,30,2,108.9797287
1629,34,1,0,15,0,0
1630,27,1,2,0,1,58.80631638
1631,33,1,1,50,0,0
1632,40,0,2,30,1,70.00265503
1633,33,1,2,50,2,138.0716858
1634,35,1,2,0,0,0
1635,35,1,1,30,0,0
1636,39,1,1,50,1,61.34805298
1637,27,1,1,50,0,0
1638,24,0,2,50,6,379.4630203
1639,24,1,2,0,0,0
1640,34,1,1,0,0,0
1641,21,1,2,30,1,69.38604736
1642,44,1,3,15,0,0
1643,35,0,0,50,1,59.32311249
1644,37,1,5,50,0,0
1645,40,0,0,15,0,0
1646,41,1,1,15,1,52.0848999
1647,27,0,1,15,1,60.39693451
1648,27,0,1,0,1,58.52392578
1649,32,0,2,0,0,0
1650,31,1,1,0,0,0
1651,35,1,2,50,0,0
1652,27,0,2,50,2,117.4225616
1653,35,1,1,50,0,0
1654,27,0,2,30,2,130.3755798
1655,20,0,0,15,0,0
1656,32,1,2,50,0,0
1657,28,1,0,15,1,67.36161041
1658,33,0,2,15,0,0
1659,38,1,1,50,0,0
1660,40,0,0,50,0,0
1661,36,1,1,50,2,127.6550293
1662,30,0,2,15,0,0
1663,31,0,1,15,0,0
1664,32,0,0,50,1,54.74547195
1665,40,0,0,0,0,0
1666,37,0,1,50,1,52.31265259
1667,38,1,2,30,0,0
1668,33,1,0,15,0,0
1669,32,1,0,30,3,173.812851
1670,34,0,1,30,1,62.11251068
1671,21,0,0,15,0,0
1672,31,0,0,30,1,63.43783188
1673,35,0,0,15,0,0
1674,24,0,4,15,1,64.63860321
1675,39,0,1,0,0,0
1676,35,0,3,30,0,0
1677,30,0,1,30,1,66.95143127
1678,36,0,1,0,1,52.12167358
1679,33,1,1,50,2,119.6849289
1680,32,1,1,30,1,65.72859955
1681,28,1,1,0,0,0
1682,38,0,2,50,5,349.9483032
1683,29,1,0,15,1,66.1785965
1684,31,1,1,30,2,127.2084885
1685,24,0,1,30,2,107.7925987
1686,25,0,1,50,3,203.5088501
1687,34,0,1,50,0,0
1688,37,0,2,0,0,0
1689,42,1,1,50,0,0
1690,38,1,1,15,0,0
1691,33,0,0,0,1,54.50326157
1692,35,1,1,50,0,0
1693,41,1,1,15,0,0
1694,32,1,0,30,0,0
1695,25,0,3,0,0,0
1696,42,1,2,50,0,0
1697,32,1,0,30,0,0
1698,34,1,1,15,0,0
1699,28,1,2,50,4,271.3451233
1700,26,0,1,0,0,0
1701,37,1,3,50,0,0
1702,25,0,1,15,0,0
1703,26,1,1,50,2,134.6845551
1704,33,0,0,30,1,59.65428925
